Facility_ID,Facility_Name,State,LGA,Geopolitical_Zone,Facility_Type,Medicine_Name,Medicine_Category,WHO_Essential_List,Batch_Number,Manufacturing_Date,Expiry_Date,Manufacturer,Current_Stock_Level,Reorder_Level,Max_Capacity,Unit,Days_Of_Stock_Remaining,Last_Restocked_Date,Next_Expected_Delivery,Supplier_Name,Unit_Cost_Naira,Total_Stock_Value,Storage_Condition_Required,Actual_Storage_Condition,Cold_Chain_Compliant,Track_Trace_Enabled,Serialization_Code,Supply_Chain_Visibility,Stockout_Events_Last_6Months,Average_Monthly_Consumption,Wastage_Percentage_Last_Quarter,Quality_Verified,Regulatory_Compliance,Distribution_Lead_Time_Days,Warehouse_Temp_Log_Available,Status
FAC-KAD-2759,Zaria PHC,Kaduna,Zaria,North_West,PHC,Azithromycin 500mg,Antibiotic,Yes,BN60006,2024-09-08,2026-12-05,Novartis Nigeria,0,505,2359,Tablets,0.0,2025-04-29,2025-07-29,Community Health Supplies,515.01,0.0,Room_Temp,Room_Temp,Yes,No,,None,3,337,8.8,Yes,NAFDAC,30,No,Out_of_Stock
FAC-BOR-6576,General Hospital Kaga,Borno,Kaga,North_East,General Hospital,Measles-Rubella Vaccine,Vaccine,Yes,BN78428,2023-08-12,2025-02-01,Strides Shasun Nigeria,225,981,7194,Vials,10.3,2025-04-07,2025-07-26,Local Market Vendor,2006.38,451435.5,Refrigerated,Room_Temp,No,No,,None,6,654,68.2,Yes,WHO_PQ,35,Yes,In_Stock
FAC-ZAM-9854,Ward 4 PHC,Zamfara,Kaura Namoda,North_West,PHC,Pentavalent Vaccine (DPT-HepB-Hib),Vaccine,Yes,BN11885,2024-12-19,2026-10-21,Swipha,422,682,5005,Vials,27.8,2025-04-15,2025-06-23,Alpha Pharmacy,3523.13,1486760.86,Refrigerated,Refrigerated,Yes,No,,Partial,2,455,8.1,Yes,WHO_PQ,20,No,Low_Stock
FAC-ABI-6514,Central Primary Health Centre,Abia,Central,South_East,PHC,Artemether-Lumefantrine 20/120mg,Antimalarial,Yes,BN96073,2022-12-08,24/03/2024,Dana Pharmaceuticals,530,679,3171,Tablets,35.1,2025-04-11,2025-07-06,HealthPlus Distribution,628.81,333269.3,Room_Temp,Room_Temp,Yes,No,,Partial,2,453,11.1,Pending,NAFDAC,11,No,In_Stock
FAC-KEB-9726,Ward 3 PHC,Kebbi,Central,North_West,PHC,Ceftriaxone 1g Injection,Antibiotic,Yes,BN51307,2023-05-14,2025-07-23,Novartis Nigeria,0,801,2670,Tablets,0.0,2025-02-17,2025-07-20,,918.45,0.0,Room_Temp,Room_Temp,Yes,No,,None,5,534,10.7,Pending,NAFDAC,27,No,Out_of_Stock
FAC-OND-7569,General Hospital West,Ondo,West,South_West,General Hospital,Ciprofloxacin 500mg,Antibiotic,Yes,BN10932,2023-10-21,2026-01-03,Emzor Pharmaceuticals,343,1051,4907,Tablets,14.7,2025-03-09,2025-06-25,NMSC,333.39,114352.77,Room_Temp,Room_Temp,Yes,Yes,SRL-97A77DB873,Full,1,701,3.4,Yes,WHO_PQ,6,Yes,Critical
FAC-KAT-4931,Rural B PHC,Katsina,Rural B,North_West,PHC,Artemether-Lumefantrine 20/120mg,Antimalarial,Yes,BN87922,2024-02-14,2026-04-08,Greenfield Pharma,0,609,3248,Tablets,0.0,2025-05-26,2025-07-13,HealthPlus Distribution,724.07,0.0,Room_Temp,Room_Temp,Yes,Yes,SRL-CFE11263BD,Full,6,406,4.2,Yes,NAFDAC,40,No,Out_of_Stock
FAC-DEL-7116,Rural B Primary Health Centre,DELTA,Rural B,South_South,PHC,Measles-Rubella Vaccine,Vaccine,Yes,BN74279,2022-01-17,2023-10-14,GSK Nigeria,4715,1002,5344,Vials,211.8,2025-02-22,2025-07-06,HealthPlus Distribution,2014.0,9496010.0,Refrigerated,Refrigerated,Yes,No,,None,1,668,6.3,Yes,NAFDAC,6,Yes,In_Stock
FAC-ANA-5558,State General Hospital Anambra,Anambra,West,South_East,General Hospital,Metronidazole 400mg,Antibiotic,Yes,BN55954,2023-05-01,2025-04-01,Cipla Nigeria,813,726,3872,Tablets,50.4,2025/04/25,2025-06-30,Prohealth Medical,150.91,122689.83,Room_Temp,Room_Temp,Yes,No,,Partial,3,484,7.9,Yes,WHO_PQ,4,Yes,Expired
FAC-ENU-6884,General Hospital Udi,Enugu,Udi,South_East,General Hospital,Azithromycin 500mg,Antibiotic,Yes,BN72245,30-May-2023,09-02-2024,Cipla Nigeria,1047,202,1215,Tablets,232.7,2024-12-08,2025-06-23,Alpha Pharmacy,497.95,521353.65,Room_Temp,Room_Temp,Yes,Yes,SRL-C6DCA337A0,Full,1,135,2.9,Pending,NAFDAC,5,Yes,Expired
FAC-KEB-6834,West PHC,Kebbi,West,North_West,PHC,Metronidazole 400mg,Antibiotic,Yes,BN44917,2024-10-10,2027-09-16,May & Baker Nigeria,16,397,3180,Tablets,1.8,2025-02-20,2025-07-21,NAFDAC Approved Vendor,77.3,1236.8,Room_Temp,Room_Temp,Yes,No,,Partial,5,265,9.4,Yes,NAFDAC,20,Yes,Critical
FAC-DEL-7114,North PHC,Delta,North,South_South,PHC,Amoxicillin 250mg Capsules,Antibiotic,Yes,BN44736,2023-03-15,2024-09-06,Emzor Pharmaceuticals,3741,616,4932,Tablets,273.1,15-Mar-2025,2025-07-03,,190.14,711313.74,Room_Temp,Room_Temp,Yes,No,,Partial,0,411,1.8,Yes,WHO_PQ,10,Yes,In_Stock
FAC-ABI-6553,West PHC,Abia,West,South_East,PHC,Artemether-Lumefantrine 20/120MG,Antimalarial,Yes,BN41902,2022-01-26,2023-02-21,Swipha,96,1035,7590,Tablets,4.2,2024-12-13,2025-07-01,NMSC,743.05,71332.8,Room_Temp,Room_Temp,Yes,No,,Partial,1,690,2.8,Yes,WHO_PQ,14,No,In_Stock
FAC-EBO-9964,Abakaliki PHC,Ebonyi,Abakaliki,South_East,PHC,Pentavalent Vaccine (DPT-HepB-Hib),Vaccine,Yes,BN79501,2023-04-07,2025-02-08,Pfizer Nigeria,32,52,210,Vials,27.4,2025-05-22,2025-06-15,USAID Supply Chain,3803.15,121700.8,Refrigerated,Refrigerated,Yes,No,,Partial,2,35,10.8,No,NAFDAC,14,No,Expired
FAC-KAT-8628,East PHC,Katsina,East,North_West,PHC,Artemether-Lumefantrine 20/120mg,Antimalarial,Yes,BN27555,2023-12-08,2026-11-15,Strides Shasun Nigeria,275,912,3040,Tablets,13.6,2025-01-15,2025-07-29,Community Health Supplies,771.87,212264.25,Room_Temp,Room_Temp,Yes,No,,Partial,8,608,12.6,Yes,NAFDAC,41,Yes,Critical
FAC-NAS-1963,Ward 1 PHC,Nasarawa,East,North_Central,PHC,Ceftriaxone 1g Injection,Antibiotic,Yes,BN77000,2024-06-16,2027-04-20,Emzor Pharmaceuticals,0,981,3924,Tablets,0.0,2025-04-28,2025-07-09,USAID Supply Chain,1863.06,0.0,Room_Temp,Room_Temp,Yes,No,,None,1,654,11.2,Yes,WHO_PQ,26,No,Out_of_Stock
FAC-IMO-8072,East Primary Health Centre,Imo,East,South_East,PHC,Artemether-Lumefantrine 20/120mg,Antimalarial,Yes,BN36122,2024-10-03,2027-09-05,GSK Nigeria,0,349,1631,Tablets,0.0,2025-03-09,2025-07-02,Medplus Logistics,946.44,0.0,Room_Temp,Room_Temp,Yes,No,,None,1,233,11.0,No,Non_Compliant,6,Yes,Counterfeit_Risk
FAC-BAY-2512,Ward 7 PHC,Bayelsa,Rural B,South_South,PHC,Paracetamol 500mg,Analgesic,Yes,BN28201,2023-02-17,2025-05-29,Pfizer Nigeria,2274,1165,3108,Tablets,87.8,2024-12-24,2025-06-25,NMSC,43.31,98486.94,Room_Temp,Room_Temp,Yes,No,,None,0,777,2.0,Yes,NAFDAC,11,No,Expired
FAC-FCT-2574,Kuje Primary Health Centre,FCT,Kuje,North_Central,PHC,Ibuprofen 400mg,Analgesic,Yes,BN58415,2023-11-07,2026-04-03,Strides Shasun Nigeria,1104,1006,5368,Tablets,49.4,2025-02-02,2025-07-15,,62.34,68823.36,Room_Temp,Room_Temp,Yes,No,,Partial,8,671,7.4,Yes,WHO_PQ,31,Yes,In_Stock
FAC-KAT-1262,State General Hospital Katsina,Katsina,South,North_West,General Hospital,Chloroquine Phosphate 250mg,Antimalarial,Yes,BN28058,2024-11-17,2027-02-17,GSK Nigeria,0,630,2520,Tablets,0.0,2025-04-09,2025-07-23,Mosad Medical,233.82,0.0,Room_Temp,Room_Temp,Yes,No,,None,3,420,9.7,Yes,WHO_PQ,30,Yes,Out_of_Stock
FAC-KAN-2551,Tarauni Primary Health Centre,Kano,Tarauni,North_West,PHC,Tenofovir/Lamivudine/Dolutegravir,ARV,Yes,BN99996,2022-05-23,2025-02-24,May & Baker Nigeria,351,640,2135,Tablets,24.7,2025-03-22,2025-07-11,,3184.67,1117819.17,Room_Temp,Room_Temp,Yes,No,,None,6,427,5.1,Yes,NAFDAC,40,Yes,Expired
FAC-EDO-3049,Ward 1 PHC,Edo,Central,South_South,PHC,Measles-Rubella Vaccine,Vaccine,Yes,BN75242,2024-06-10,2026-05-08,Emzor Pharmaceuticals,1768,1143,3048,Vials,69.6,2025-03-25,2025-06-17,,1658.22,2931732.96,Refrigerated,Room_Temp,No,No,,None,0,762,49.5,No,Non_Compliant,9,Yes,In_Stock
FAC-EBO-4848,Ward 6 PHC,Ebonyi,Ohaozara,South_East,PHC,Chloroquine Phosphate 250mg,Antimalarial,Yes,BN80091,2023-10-13,2025-01-23,Chi Pharma,141,34,276,Tablets,183.9,2025-05-30,2025-07-10,Alpha Pharmacy,126.93,17897.13,Room_Temp,Room_Temp,Yes,No,,None,2,23,13.7,Yes,NAFDAC,9,No,Expired
FAC-AKW-3615,Rural B Primary Health Centre,Akwa Ibom,Rural B,South_South,PHC,Efavirenz/Lamivudine/Tenofovir,ARV,Yes,BN24267,2023-09-14,2026-02-07,Chi Pharma,1076,447,2086,Tablets,108.3,2025/03/09,2025-06-16,,2074.32,2231968.32,Room_Temp,Room_Temp,Yes,No,,Partial,3,298,11.6,Yes,WHO_PQ,11,Yes,In_Stock
FAC-BEN-2440,Rural B Primary Health Centre,Benue,Rural B,North_Central,PHC,HPV Vaccine,Vaccine,Yes,BN81657,2024-12-23,22/05/2026,Pfizer Nigeria,2530,471,3768,Vials,241.7,2025-04-17,2025-07-20,Unknown Supplier,8324.79,21061718.7,Refrigerated,Refrigerated,Yes,No,,Partial,4,314,5.1,Yes,WHO_PQ,31,No,In_Stock
FAC-OGU-5570,State General Hospital Ogun,Ogun,Abeokuta South,South_West,General Hospital,Artemether-Lumefantrine 20/120mg,Antimalarial,Yes,BN16679,17/12/2024,2027-02-24,Chi Pharma,302,183,1464,Tablets,74.3,18/12/2024,2025-06-21,Prohealth Medical,706.8,213453.6,Room_Temp,Room_Temp,Yes,Yes,SRL-3664C483C4,Partial,2,122,6.8,Yes,NAFDAC,14,Yes,In_Stock
FAC-ENU-9132,Enugu North Primary Health Centre,Enugu,Enugu North,South_East,PHC,Pentavalent Vaccine (DPT-HepB-Hib),Vaccine,Yes,BN72684,2024-03-05,08-11-2025,Greenfield Pharma,332,808,4312,Vials,18.5,2025-04-01,2025-06-22,,1825.45,606049.4,Refrigerated,Room_Temp,No,No,,None,0,539,18.6,Yes,NAFDAC,11,Yes,Critical
FAC-CRO-8727,West District Hospital,Cross River,West,South_South,General Hospital,Artesunate Injection 60mg,Antimalarial,Yes,BN24673,2022-08-05,2024/10/14,Swipha,2241,975,7150,Tablets,103.4,2025-05-04,2025-07-03,Community Health Supplies,1778.02,3984542.82,Room_Temp,Room_Temp,Yes,Yes,SRL-5D57AD7F95,Full,1,650,6.4,Yes,NAFDAC,12,Yes,In_Stock
FAC-KAN-9962,State General Hospital Kano,kano,Dala,North_West,General Hospital,Measles-Rubella Vaccine,Vaccine,Yes,BN71016,2024-10-22,2025-11-23,Jawa International,427,237,1106,Vials,81.1,2025-01-03,2025-07-28,HealthPlus Distribution,2410.28,1029189.56,Refrigerated,Room_Temp,No,Yes,SRL-55BD55CA8C,Full,3,158,26.0,Yes,NAFDAC,39,Yes,In_Stock
FAC-OND-2939,Ward 4 PHC,ondo,Central,South_West,PHC,Efavirenz/Lamivudine/Tenofovir,ARV,Yes,BN28617,2022-04-23,2023-08-19,AstraZeneca Nigeria,22,43,203,Tablets,22.8,07/02/2025,2025-06-15,,3144.95,69188.9,Room_Temp,Room_Temp,Yes,No,,None,2,29,6.6,Pending,NAFDAC,5,Yes,Expired
FAC-EDO-2222,West District Hospital,Edo,West,South_South,General Hospital,Artesunate Injection 60mg,Antimalarial,Yes,BN19341,2024-01-17,2026-08-02,Jawa International,-49,384,2304,Tablets,0.0,2025-01-02,2025-07-07,NMSC,2167.41,0.0,Room_Temp,Room_Temp,Yes,No,,None,1,256,8.3,Yes,NAFDAC,7,No,Low_Stock
FAC-JIG-2251,North PHC,Jigawa,North,North_West,PHC,Dihydroartemisinin-Piperaquine,Antimalarial,Yes,BN58773,2024-10-16,2027-03-18,Dana Pharmaceuticals,-32,1200,8800,Tablets,0.0,2025/02/15,2025-08-05,Local Market Vendor,1043.77,0.0,Room_Temp,Room_Temp,Yes,No,,None,4,800,12.6,No,Non_Compliant,41,No,Out_of_Stock
FAC-RIV-8875,Ward 9 PHC,Rivers,Bonny,South_South,PHC,OPV (Oral Polio Vaccine),Vaccine,Yes,BN38378,2023-10-14,2025-08-23,Emzor Pharmaceuticals,3382,492,3936,Vials,309.3,2024/12/15,2025-06-24,Alpha Pharmacy,773.82,2617059.24,Frozen,Frozen,Yes,No,,None,3,328,9.3,Yes,WHO_PQ,5,Yes,In_Stock
FAC-KAT-7180,Central Primary Health Centre,katsina,Central,North_West,PHC,Chloroquine Phosphate 250mg,Antimalarial,Yes,BN37069,2023-03-03,2025-09-14,Roche Nigeria,130,364,2916,Tablets,16.0,2025-03-17,2025-07-11,Medplus Logistics,239.14,31088.2,Room_Temp,Room_Temp,Yes,No,,Partial,5,243,7.8,Yes,NAFDAC,15,No,Critical
FAC-BAU-7850,East Primary Health Centre,Bauchi,East,North_East,PHC,Tenofovir/Lamivudine/Dolutegravir,ARV,Yes,BN66238,2022-01-19,12-06-2023,Swipha,174,798,5852,Tablets,9.8,2025-05-02,2025-06-23,,2279.02,396549.48,Room_Temp,Room_Temp,Yes,No,,None,1,532,3.8,Yes,NAFDAC,15,No,In_Stock
FAC-ENU-2228,Enugu North PHC,Enugu,Enugu North,South_East,PHC,OPV (Oral Polio Vaccine),Vaccine,Yes,BN74463,03-Dec-2022,2024-01-30,May & Baker Nigeria,515,649,5196,Vials,35.7,2025-04-30,2025-06-10,USAID Supply Chain,448.54,230998.1,Frozen,Frozen,Yes,No,,None,0,433,12.4,Yes,NAFDAC,3,No,In_Stock
FAC-ZAM-1414,Gusau PHC,ZAMFARA,Gusau,North_West,PHC,Morphine 10MG/ml Inj.,Analgesic,Yes,BN20536,2023-02-02,2025-05-03,Pfizer Nigeria,0,925,4319,Tablets,0.0,2025-02-12,2025-07-27,Drugfield Pharma,4561.68,0.0,Room_Temp,Room_Temp,Yes,No,,Partial,3,617,8.9,Yes,WHO_PQ,38,Yes,Expired
FAC-OYO-6731,Ward 10 PHC,Oyo,South,South_West,PHC,Measles-Rubella Vaccine,Vaccine,Yes,BN89118,2023-04-06,2024-08-13,Roche Nigeria,1819,909,3030,Vials,90.0,2025-04-26,2025-06-11,Alpha Pharmacy,2279.27,4145992.13,Refrigerated,Room_Temp,No,No,,Partial,2,606,51.1,Yes,WHO_PQ,9,Yes,In_Stock
FAC-EKI-1009,Ward 9 PHC,Ekiti,Central,South_West,PHC,Artemether-Lumefantrine 20/120mg,Antimalarial,Yes,BN57629,2022-02-14,08-06-2023,Swipha,20,292,780,Tablets,3.1,2025-02-01,2025-06-14,Medplus Logistics,693.45,13869.0,Room_Temp,Room_Temp,Yes,No,,Partial,2,195,5.0,Yes,WHO_PQ,12,No,Expired
FAC-BAU-6429,Rural B Primary Health Centre,Bauchi,Rural B,North_East,PHC,Diclofenac 50mg,Analgesic,Yes,BN47182,2022-03-10,2023-10-27,Jawa International,236,349,1631,Tablets,30.4,2025-03-13,2025-07-13,,173.66,40983.76,Room_Temp,Room_Temp,Yes,No,,None,1,233,9.0,Yes,WHO_PQ,24,Yes,In_Stock
FAC-GOM-6461,West PHC,Gombe,West,North_East,PHC,HPV Vaccine,Vaccine,Yes,BN17397,2023-05-13,2025-10-02,GSK Nigeria,0,52,350,Vials,0.0,2024-12-26,2025-07-26,NMSC,21803.77,0.0,Refrigerated,Refrigerated,Yes,No,,None,2,35,3.6,No,Non_Compliant,27,Yes,Out_of_Stock
FAC-BEN-9334,East PHC,Benue,East,North_Central,PHC,Dihydroartemisinin-Piperaquine,Antimalarial,Yes,BN13329,2024-05-21,2025-09-21,GSK Nigeria,3751,1168,9348,Tablets,144.5,2025-01-20,2025-07-17,,1429.3,5361304.3,Room_Temp,Room_Temp,Yes,No,,None,4,779,1.4,Pending,NAFDAC,24,Yes,In_Stock
FAC-SOK-8948,Tambuwal District Hospital,Sokoto,Tambuwal,North_West,General Hospital,Metronidazole 400mg,Antibiotic,Yes,BN59068,2023-05-30,2024-10-10,GSK Nigeria,3749,1117,5960,Tablets,151.0,2024-12-31,2025-07-19,HealthPlus Distribution,96.3,361028.7,Room_Temp,Room_Temp,Yes,Yes,SRL-A14397C68D,Full,6,745,5.5,No,Non_Compliant,25,Yes,Expired
FAC-GOM-8045,West Primary Health Centre,Gombe,West,North_East,PHC,HPV Vaccine,Vaccine,Yes,BN54602,2023-08-17,2025-11-02,GSK Nigeria,7953,1158,9264,Vials,309.1,2025-01-15,2025-07-27,Community Health Supplies,14689.56,116826070.68,Refrigerated,Room_Temp,No,Yes,SRL-512BF145DB,Full,3,772,40.6,No,Non_Compliant,34,No,In_Stock
FAC-OGU-6224,Abeokuta South District Hospital,Ogun,Abeokuta South,South_West,General Hospital,Yellow Fever Vaccine,Vaccine,Yes,BN30843,2023-12-19,2024-12-26,Greenfield Pharma,1266,652,2610,Vials,87.3,2025-02-05,2025-06-26,HealthPlus Distribution,1381.28,1748700.48,Refrigerated,Room_Temp,No,No,,None,0,435,19.2,Yes,NAFDAC,5,No,Expired
FAC-BAY-8264,General Hospital North,BAYELSA,North,South_South,General Hospital,Artemether-Lumefantrine 20/120mg,Antimalarial,Yes,BN54917,2022-04-18,2024-12-02,Novartis Nigeria,0,1023,2728,Tablets,0.0,2024-12-24,2025-06-20,Drugfield Pharma,572.44,0.0,Room_Temp,Room_Temp,Yes,No,,Partial,2,682,6.9,Yes,NAFDAC,12,No,In_Stock
FAC-BOR-1610,Konduga PHC,Borno,Konduga,North_East,PHC,Dihydroartemisinin-Piperaquine,Antimalarial,Yes,BN64786,2022-04-23,2024-08-20,Roche Nigeria,0,573,1528,Tablets,0.0,2025-03-21,2025-07-04,,775.94,0.0,Room_Temp,Room_Temp,Yes,No,,Partial,2,382,3.6,Yes,NAFDAC,19,No,In_Stock
FAC-KEB-4277,East Primary Health Centre,Kebbi,East,North_West,PHC,Metronidazole 400mg,Antibiotic,Yes,BN25244,2023-02-07,2025-05-22,Fidson Healthcare,107,675,1800,Tablets,7.1,2024-12-14,2025-07-30,Community Health Supplies,116.81,12498.67,Room_Temp,Room_Temp,Yes,No,,None,3,450,7.1,Yes,NAFDAC,31,No,Expired
FAC-ADA-5702,General Hospital Central,Adamawa,Central,North_East,General Hospital,Metronidazole 400mg,Antibiotic,Yes,BN75039,2023-07-05,2025-06-22,May & Baker Nigeria,390,909,4848,Tablets,19.3,2025-02-16,2025-07-31,Drugfield Pharma,105.42,41113.8,Room_Temp,Room_Temp,Yes,No,,Partial,1,606,6.0,Yes,WHO_PQ,37,No,Expiring_Within_30Days
FAC-KAN-6524,Nassarawa PHC,Kano,Nassarawa,North_West,PHC,Metronidazole 400mg,Antibiotic,Yes,BN46507,2022-02-02,2023-03-07,Chi Pharma,411,498,3652,Tablets,37.1,2025-04-11,2025-07-09,Drugfield Pharma,107.54,44198.94,Room_Temp,Room_Temp,Yes,No,,Partial,3,332,7.5,Yes,NAFDAC,30,No,Expired
FAC-RIV-2100,Ward 6 PHC,Rivers,Bonny,South_South,PHC,Tramadol 50mg,Analgesic,No,BN77833,2022-03-10,2023-05-10,Jawa International,3679,823,4392,Tablets,201.0,2024-12-08,2025-06-15,Mosad Medical,414.69,1525644.51,Room_Temp,Room_Temp,Yes,No,,None,1,549,10.1,Yes,WHO_PQ,7,Yes,Expired
FAC-CRO-7628,Ward 8 PHC,Cross River,Rural A,South_South,PHC,Dihydroartemisinin-Piperaquine,Antimalarial,Yes,BN33990,2024-05-11,2026-07-05,GSK Nigeria,385,54,432,Tablets,320.8,2025-04-10,2025-06-30,USAID Supply Chain,656.03,252571.55,Room_Temp,Room_Temp,Yes,No,,Partial,1,36,6.8,Yes,WHO_PQ,8,Yes,In_Stock
FAC-BAY-6159,Central District Hospital,Bayelsa,Central,South_South,General Hospital,Ibuprofen 400mg,Analgesic,Yes,BN28094,08-30-2022,2025-08-10,Dana Pharmaceuticals,2748,1104,3680,Tablets,112.0,2025-03-17,2025-06-16,Alpha Pharmacy,106.31,292139.88,Room_Temp,Room_Temp,Yes,No,,None,1,736,10.5,Yes,NAFDAC,9,Yes,In_Stock
FAC-ANA-9790,Rural B District Hospital,Anambra,Rural B,South_East,General Hospital,Amoxicillin 250mg Capsules,Antibiotic,Yes,BN36748,2023-04-23,2025-08-09,Jawa International,3371,849,5660,Tablets,178.7,2025-01-15,2025-06-28,Medplus Logistics,73.66,248307.86,Room_Temp,Room_Temp,Yes,Yes,SRL-94FC485198,Full,0,566,6.0,Yes,NAFDAC,9,No,In_Stock
FAC-OYO-1315,South District Hospital,Oyo,South,South_West,General Hospital,Yellow Fever Vaccine,Vaccine,Yes,BN91381,2023-01-03,2024-03-08,Chi Pharma,619,961,7692,Vials,29.0,2025-02-12,2025-07-09,Drugfield Pharma,2823.45,1747715.55,Refrigerated,Refrigerated,Yes,No,,None,2,641,11.4,Yes,WHO_PQ,13,Yes,In_Stock
FAC-KAN-5441,General Hospital Ungogo,Kano,Ungogo,North_West,General Hospital,Tenofovir/Lamivudine/Dolutegravir,ARV,Yes,BN86008,2022-04-17,2023-07-31,Greenfield Pharma,1093,1140,4560,Tablets,43.1,2024-12-14,2025-07-07,HealthPlus Distribution,4310.75,4711649.75,Room_Temp,Room_Temp,Yes,No,,None,1,760,6.7,Yes,WHO_PQ,21,Yes,Counterfeit_Risk
FAC-ZAM-3461,Bungudu Primary Health Centre,ZAMFARA,Bungudu,North_West,PHC,Lopinavir/Ritonavir 200/50mg,ARV,Yes,BN48795,2024-12-14,2026-11-13,Strides Shasun Nigeria,709,1042,6255,Tablets,30.6,2025-02-11,2025-06-22,Community Health Supplies,3807.33,2699396.97,Room_Temp,Room_Temp,Yes,No,,None,8,695,3.0,Yes,NAFDAC,19,No,Low_Stock
FAC-KAT-2966,Rural B Primary Health Centre,Katsina,Rural B,North_West,PHC,Amoxicillin-Clavulanate 625mg,Antibiotic,Yes,BN35509,2023-06-26,2025-04-08,Chi Pharma,-3,418,2511,Tablets,0.0,2025-02-16,2025-07-03,Alpha Pharmacy,730.45,0.0,Room_Temp,Room_Temp,Yes,No,,None,5,279,1.4,Yes,NAFDAC,23,Yes,Expired
FAC-CRO-1963,State General Hospital Cross River,Cross River,East,South_South,General Hospital,Morphine 10mg/ml Injection,Analgesic,Yes,BN48488,2023-10-14,2025-02-26,GSK Nigeria,205,370,2470,Tablets,24.9,2025-02-12,2025-06-14,Drugfield Pharma,4595.85,942149.25,Room_Temp,Room_Temp,Yes,No,,None,3,247,13.2,Yes,WHO_PQ,13,Yes,Expired
FAC-EKI-7554,Ekiti University Teaching Hospital,Ekiti,South,South_West,Teaching Hospital,Amoxicillin 250mg Capsules,Antibiotic,Yes,BN59959,2024-08-07,2027-04-17,Emzor Pharmaceuticals,2906,922,4920,Tablets,141.8,2025/05/22,2025-06-10,Local Market Vendor,57.57,167298.42,Room_Temp,Room_Temp,Yes,No,,None,1,615,7.8,Pending,NAFDAC,5,Yes,In_Stock
FAC-AKW-3898,West PHC,Akwa Ibom,West,South_South,PHC,Yellow Fever Vaccine,Vaccine,Yes,BN96154,2023-05-23,2024-12-28,Dana Pharmaceuticals,3838,790,5797,Vials,218.5,2025-02-04,2025-06-24,,3095.05,11878801.9,Refrigerated,Refrigerated,Yes,No,,None,3,527,8.6,Pending,NAFDAC,7,No,Expired
FAC-KAT-1072,East PHC,Katsina,East,North_West,PHC,Paracetamol 500mg,Analgesic,Yes,BN71133,2022-10-28,2025-07-20,Roche Nigeria,376,378,1008,Tablets,44.8,2025-02-17,2025-06-22,Drugfield Pharma,54.49,20488.24,Room_Temp,Room_Temp,Yes,No,,None,3,252,13.7,Yes,WHO_PQ,21,No,Low_Stock
FAC-OGU-3218,General Hospital Abeokuta South,Ogun,Abeokuta South,South_West,General Hospital,Tramadol 50mg,Analgesic,No,BN77972,2023-11-21,2025-07-15,Emzor Pharmaceuticals,1221,687,2290,Tablets,80.0,2025-05-10,2025-06-14,USAID Supply Chain,432.05,527533.05,Room_Temp,Room_Temp,Yes,Yes,SRL-A5F9C96A8D,Partial,2,458,7.4,Yes,WHO_PQ,9,No,In_Stock
FAC-KEB-5030,General Hospital East,KEBBI,East,North_West,General Hospital,Lopinavir/Ritonavir 200/50mg,ARV,Yes,BN78969,2023-11-14,2026-03-19,AstraZeneca Nigeria,1070,1015,5416,Tablets,47.4,2025-02-19,2025-07-24,Prohealth Medical,4901.12,5244198.4,Room_Temp,Room_Temp,Yes,Yes,SRL-27BF897EB0,Partial,3,677,3.2,No,Non_Compliant,45,No,In_Stock
FAC-EBO-2200,Afikpo North District Hospital,Ebonyi,Afikpo North,South_East,General Hospital,Lopinavir/Ritonavir 200/50mg,ARV,Yes,BN96932,2022-04-03,2023/08/31,Dana Pharmaceuticals,3250,1138,3795,Tablets,128.5,2025-02-17,2025-06-20,Unknown Supplier,3316.91,10779957.5,Room_Temp,Room_Temp,Yes,No,,None,2,759,9.9,Yes,NAFDAC,14,Yes,Expired
FAC-OYO-1084,Federal Teaching Hospital Central,Oyo,Central,South_West,Teaching Hospital,Chloroquine Phosphate 250mg,Antimalarial,Yes,BN19344,2022-03-11,2025-02-12,Dana Pharmaceuticals,3468,1039,4158,Tablets,150.1,2025-02-06,2025-06-23,,92.47,320685.96,Room_Temp,Room_Temp,Yes,No,,None,3,693,1.5,Yes,NAFDAC,3,Yes,In_Stock
FAC-BAY-2916,Rural A Primary Health Centre,BAYELSA,Rural A,South_South,PHC,OPV (Oral Polio Vaccine),Vaccine,Yes,BN11482,2022-01-26,2023-12-10,Fidson Healthcare,84,1122,8976,Vials,3.4,2025-03-10,2025-07-04,Alpha Pharmacy,756.13,63514.92,Frozen,Room_Temp,No,No,,None,0,748,44.4,Yes,WHO_PQ,9,Yes,Counterfeit_Risk
FAC-ABI-6270,Ward 3 PHC,Abia,Central,South_East,PHC,Chloroquine Phosphate 250mg,Antimalarial,Yes,BN47025,2023-02-28,2024-09-23,Chi Pharma,1127,958,7029,Tablets,52.9,2025-03-23,2025-06-12,WHO Supply Division,182.87,206094.49,Room_Temp,Room_Temp,Yes,No,,Partial,1,639,6.4,Yes,WHO_PQ,10,No,Expired
FAC-LAG-4271,Eti-Osa Primary Health Centre,Lagos,Eti-Osa,South_West,PHC,Nevirapine 200mg,ARV,Yes,BN80400,2023-11-25,2026-06-21,Jawa International,0,942,6280,Tablets,0.0,2025-05-24,2025-06-10,HealthPlus Distribution,900.46,0.0,Room_Temp,Room_Temp,Yes,No,,Partial,3,628,1.6,Yes,NAFDAC,5,Yes,Out_of_Stock
